Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
891,50,RL,NAmes,1.5Fin,5,7,1949,2006,MetalSd,672,672,252,924,0,TA,6,2,576,Normal,122900
892,60,RL,Sawyer,2Story,6,5,1978,1978,HdBoard,918,918,765,1683,0,TA,7,2,440,Normal,172500
893,20,RL,Sawyer,1Story,6,8,1963,2003,HdBoard,1059,1068,0,1068,0,TA,6,1,264,Normal,154500
894,20,RL,Sawyer,1Story,5,5,1954,1954,Wd Sdng,1383,1383,0,1383,1,TA,6,1,354,Normal,165000
895,90,RL,SawyerW,1Story,5,5,1979,1979,Plywood,0,1535,0,1535,0,TA,8,2,400,Alloca,118858
896,60,RL,NAmes,2Story,6,5,1963,1963,HdBoard,780,983,813,1796,1,TA,8,2,483,Normal,140000
897,30,RM,IDOTRR,1Story,4,6,1936,1950,Wd Sdng,951,951,0,951,0,TA,6,1,327,Abnorml,106500
898,90,RL,SawyerW,2Story,5,5,1979,1979,Plywood,0,1120,1120,2240,0,TA,12,2,528,Alloca,142953
899,20,RL,NridgHt,1Story,9,5,2009,2010,VinylSd,2330,2364,0,2364,1,Ex,11,3,820,Partial,611657
900,20,RL,Sawyer,1Story,5,7,1961,1994,HdBoard,912,1236,0,1236,0,TA,6,1,288,Normal,135000
901,20,RL,NAmes,1Story,4,6,1971,1971,HdBoard,858,858,0,858,0,TA,4,1,684,Normal,110000
902,20,RL,NAmes,1Story,5,7,1957,2000,MetalSd,992,1306,0,1306,1,TA,5,1,756,Normal,153000
903,60,RL,Gilbert,2Story,7,5,2003,2003,VinylSd,783,807,702,1509,0,Gd,8,2,393,Normal,180000
904,20,RL,Gilbert,1Story,7,5,2006,2006,VinylSd,1670,1670,0,1670,0,Gd,7,3,690,Partial,240000
905,20,RL,Sawyer,1Story,5,6,1967,1967,HdBoard,876,902,0,902,0,TA,6,1,288,Normal,125500
906,20,RL,NAmes,1Story,5,5,1954,1954,HdBoard,1056,1063,0,1063,1,TA,6,1,280,Normal,128000
907,20,RL,Somerst,1Story,8,5,2006,2006,VinylSd,1623,1636,0,1636,1,Gd,8,3,865,Normal,255000
908,50,RL,Crawfor,1.5Fin,7,7,1936,1987,BrkFace,1017,1020,1037,2057,0,Gd,6,1,180,Normal,250000
909,20,RL,Mitchel,1Story,5,5,1983,1983,HdBoard,864,902,0,902,1,TA,5,2,484,Normal,131000
910,60,RL,Gilbert,2Story,6,5,2005,2005,VinylSd,742,742,742,1484,0,Gd,8,2,390,Normal,174000
911,90,RL,NAmes,2Story,5,5,1960,1960,MetalSd,1105,1105,1169,2274,0,TA,12,2,480,Normal,154300
912,20,RL,CollgCr,1Story,5,7,1977,1989,HdBoard,1268,1268,0,1268,0,Gd,5,1,252,Normal,143500
913,30,RM,BrkSide,1Story,5,7,1925,1950,MetalSd,768,1015,0,1015,0,TA,6,1,450,Abnorml,88000
914,90,RH,Crawfor,2Story,5,6,1949,1950,MetalSd,1001,1001,1001,2002,0,TA,8,3,871,Normal,145000
915,160,FV,Somerst,2Story,6,5,2009,2009,VinylSd,612,612,612,1224,0,Gd,4,2,528,Partial,173733
916,160,RM,MeadowV,2Story,4,5,1970,1970,CemntBd,546,546,546,1092,0,TA,6,1,286,Normal,75000
917,20,C (all),IDOTRR,1Story,2,3,1949,1950,AsbShng,480,480,0,480,1,TA,4,1,308,Abnorml,35311
918,20,RL,Edwards,1Story,4,6,1956,1956,VinylSd,1134,1229,0,1229,0,TA,6,1,284,Normal,135000
919,60,RL,SawyerW,2Story,7,5,1991,1991,HdBoard,1104,912,1215,2127,1,Gd,8,3,833,Normal,238000
920,20,RL,NAmes,1Story,6,8,1958,2002,MetalSd,1184,1414,0,1414,1,TA,6,2,601,Normal,176500
921,60,RL,SawyerW,2Story,6,5,1994,1994,HdBoard,928,936,785,1721,0,Gd,7,2,471,Normal,201000
922,90,RL,Edwards,1.5Fin,5,7,1900,2003,MetalSd,1272,1272,928,2200,2,TA,9,0,0,Normal,145900
923,20,RL,Gilbert,1Story,6,5,2005,2006,VinylSd,1316,1316,0,1316,0,Gd,6,2,397,Partial,169990
924,120,RL,SawyerW,1Story,6,5,1993,1994,Plywood,1604,1617,0,1617,1,Gd,5,2,533,Normal,193000
925,20,RL,NWAmes,1Story,6,6,1980,1980,Plywood,1686,1686,0,1686,1,TA,7,2,612,Normal,207500
926,20,RL,NWAmes,1Story,5,6,1977,1977,VinylSd,1126,1126,0,1126,0,Ex,6,2,540,Abnorml,175000
927,60,RL,NridgHt,2Story,8,5,2003,2004,VinylSd,1181,1234,1140,2374,0,Ex,10,3,656,Normal,285000
928,60,RL,NWAmes,2Story,7,5,1968,1968,MetalSd,832,1098,880,1978,0,TA,9,2,486,Normal,176000
929,20,RL,CollgCr,1Story,8,5,2001,2001,VinylSd,1753,1788,0,1788,0,Ex,7,2,522,Normal,236500
930,60,RL,Gilbert,2Story,7,5,1997,1997,HdBoard,964,993,1243,2236,0,Gd,8,2,642,Normal,222000
931,20,RL,Timber,1Story,8,5,2007,2007,VinylSd,1466,1466,0,1466,0,Gd,7,3,610,Normal,201000
932,20,RL,NAmes,1Story,5,6,1965,1965,VinylSd,925,925,0,925,0,TA,5,1,429,Normal,117500
933,20,RL,Somerst,1Story,9,5,2006,2006,VinylSd,1905,1905,0,1905,0,Ex,8,3,788,Normal,320000
934,20,RL,CollgCr,1Story,7,5,2004,2004,VinylSd,1500,1500,0,1500,0,Gd,6,2,570,Normal,190000
935,20,RL,NAmes,1Story,7,7,1960,2007,Wd Sdng,585,2069,0,2069,1,Gd,9,2,505,Normal,242000
936,30,RL,BrkSide,1Story,4,5,1926,1953,MetalSd,600,747,0,747,0,TA,5,2,528,Normal,79900
937,20,RL,SawyerW,1Story,7,5,2003,2003,VinylSd,1176,1200,0,1200,1,Gd,5,2,555,Normal,184900
938,60,RL,Somerst,2Story,7,5,2005,2005,VinylSd,1113,1113,858,1971,0,Gd,8,2,689,Normal,253000
939,60,RL,CollgCr,2Story,7,5,2006,2006,VinylSd,1391,1391,571,1962,0,Gd,7,3,868,Partial,239799
940,70,RL,ClearCr,2Story,7,7,1940,1950,MetalSd,1032,1207,1196,2403,0,TA,10,1,349,Normal,244400
941,90,RL,Mitchel,1Story,6,5,1976,1976,Plywood,1728,1728,0,1728,0,TA,8,2,574,Normal,150900
942,60,RL,Gilbert,2Story,7,5,1999,1999,VinylSd,992,1022,1038,2060,1,Gd,8,2,390,Normal,214000
943,90,RL,Edwards,1Story,4,3,1977,1977,MetalSd,1440,1440,0,1440,2,TA,8,0,0,Abnorml,150000
944,90,RL,Mitchel,1Story,5,4,1967,1967,HdBoard,1632,1632,0,1632,0,TA,8,2,576,Normal,143000
945,20,RL,Timber,SLvl,6,6,1958,1958,HdBoard,819,1344,0,1344,0,Gd,7,2,525,Abnorml,137500
946,50,RM,OldTown,1.5Fin,5,6,1890,1996,VinylSd,1088,1188,561,1869,0,TA,7,2,456,Normal,124900
947,80,RL,NAmes,SLvl,5,6,1959,1959,HdBoard,1144,1144,0,1144,1,TA,6,1,796,Normal,143000
948,20,RL,Timber,1Story,8,5,2002,2003,VinylSd,1616,1629,0,1629,1,Gd,9,3,808,Normal,270000
949,60,RL,CollgCr,2Story,7,5,2002,2002,VinylSd,936,936,840,1776,0,Gd,7,2,474,Normal,192500
950,20,RL,NWAmes,1Story,6,7,1972,2006,Plywood,1161,1381,0,1381,1,Gd,5,2,676,Normal,197500
951,20,RL,NAmes,1Story,5,8,1950,2002,VinylSd,864,864,0,864,1,Gd,5,2,720,Normal,129000
952,20,RH,SawyerW,1Story,5,5,1965,1965,VinylSd,828,965,0,965,1,TA,6,1,300,Abnorml,119900
953,85,RL,CollgCr,SFoyer,5,8,1972,2003,WdShing,768,768,0,768,0,TA,5,1,396,Normal,133900
954,60,RL,Mitchel,2Story,5,4,1969,1969,HdBoard,784,1168,800,1968,0,TA,7,2,530,Normal,172000
955,90,RL,Edwards,SFoyer,6,5,1975,1975,WdShing,945,980,0,980,0,TA,4,0,0,AdjLand,127500
956,90,RH,Crawfor,2Story,6,6,1946,1950,MetalSd,979,979,979,1958,0,TA,8,2,492,Normal,145000
957,160,RM,Blueste,2Story,6,6,1980,1980,MetalSd,561,561,668,1229,0,TA,5,2,462,Normal,124000
958,20,RL,Sawyer,1Story,5,5,1962,1962,MetalSd,1057,1057,0,1057,0,TA,6,2,576,Normal,132000
959,20,RL,CollgCr,1Story,7,5,2003,2003,VinylSd,1337,1337,0,1337,1,Gd,6,2,531,Normal,185000
960,160,FV,Somerst,2Story,7,5,1999,1999,MetalSd,696,696,720,1416,1,Gd,6,2,484,Normal,155000
961,20,RL,BrkSide,1Story,5,7,1958,2008,Wd Sdng,858,858,0,858,1,TA,4,0,0,Normal,116500
962,60,RL,NWAmes,2Story,6,7,1977,1995,HdBoard,1330,1542,1330,2872,1,TA,11,2,619,Normal,272000
963,160,RL,NPkVill,2Story,6,6,1976,1976,Plywood,804,804,744,1548,1,Gd,7,2,440,Normal,155000
964,20,RL,CollgCr,1Story,9,5,2007,2007,VinylSd,1800,1800,0,1800,0,Ex,7,2,702,Normal,239000
965,60,RL,Timber,2Story,7,5,2002,2003,VinylSd,817,824,1070,1894,1,Gd,8,2,510,Normal,214900
966,60,RL,Gilbert,2Story,6,5,2005,2007,VinylSd,783,783,701,1484,0,Gd,8,2,393,Partial,178900
967,50,RL,Crawfor,1.5Fin,5,7,1940,1950,MetalSd,728,976,332,1308,1,TA,7,1,256,Normal,160000
968,20,RL,NAmes,1Story,5,7,1955,1955,Wd Sdng,1098,1098,0,1098,1,TA,6,1,260,Normal,135000
969,50,RM,OldTown,1.5Fin,3,6,1910,1950,VinylSd,600,600,368,968,0,TA,6,0,0,Abnorml,37900
970,190,RL,NAmes,SLvl,6,5,1958,1958,HdBoard,588,1095,0,1095,1,TA,6,1,264,Normal,140000
971,50,RL,NAmes,1.5Fin,4,4,1949,1950,AsbShng,720,720,472,1192,0,TA,6,0,0,Abnorml,135000
972,160,RL,NridgHt,2Story,7,5,2003,2004,VinylSd,764,764,862,1626,0,Gd,6,2,474,Normal,173000
973,120,RL,SawyerW,1Story,6,5,1979,1979,Plywood,918,918,0,918,0,TA,5,1,264,Normal,99500
974,20,FV,Somerst,1Story,7,5,2007,2008,CemntBd,1428,1428,0,1428,0,Gd,6,2,480,Partial,182000
975,70,RL,BrkSide,2Story,7,8,1910,1993,HdBoard,728,1136,883,2019,0,Gd,8,2,532,Normal,167500
976,160,FV,Somerst,2Story,7,5,2000,2000,MetalSd,673,673,709,1382,1,Gd,6,2,490,Normal,165000
977,30,RL,BrkSide,1Story,4,7,1923,1958,Wd Sdng,440,869,0,869,0,Fa,4,0,0,Normal,85500
978,120,FV,Somerst,1Story,7,5,2006,2007,VinylSd,1241,1241,0,1241,1,Gd,4,2,569,Partial,199900
979,20,RL,Edwards,1Story,4,5,1954,1954,MetalSd,894,894,0,894,0,TA,5,2,400,Abnorml,110000
980,20,RL,Sawyer,1Story,5,6,1963,1963,VinylSd,1121,1121,0,1121,1,TA,5,2,480,Normal,139000
981,85,RL,NAmes,SFoyer,7,9,1961,2007,CemntBd,944,999,0,999,1,Ex,6,2,588,Normal,178400
982,60,RL,NoRidge,2Story,8,5,1998,1999,VinylSd,1225,1276,1336,2612,1,Gd,8,3,676,Normal,336000
983,20,RL,Blmngtn,1Story,7,5,2007,2007,VinylSd,1266,1266,0,1266,0,Gd,6,2,388,Normal,159895
984,60,RL,CollgCr,2Story,8,5,2002,2002,CemntBd,1128,1149,1141,2290,0,Gd,9,2,779,Normal,255900
985,90,RL,Mitchel,1.5Fin,5,5,1977,1977,Plywood,0,1302,432,1734,0,Gd,8,2,539,Normal,126000
986,190,RL,Edwards,1Story,5,5,1950,1950,MetalSd,1164,1164,0,1164,1,TA,5,1,240,Normal,125000
987,50,RM,OldTown,1.5Fin,6,8,1910,2003,VinylSd,485,1001,634,1635,0,Gd,5,1,255,Normal,117000
988,20,RL,NridgHt,1Story,9,5,2009,2010,VinylSd,1930,1940,0,1940,1,Ex,8,3,606,Partial,395192
989,60,RL,NWAmes,2Story,6,6,1976,1976,Plywood,848,1118,912,2030,0,Gd,8,2,551,Normal,195000
990,60,FV,Somerst,2Story,7,5,2006,2006,VinylSd,770,778,798,1576,0,Gd,6,2,614,Partial,197000
991,60,RL,NoRidge,2Story,8,5,1997,1998,VinylSd,1396,1407,985,2392,1,Gd,7,3,870,Normal,348000
992,70,RM,OldTown,2Story,8,9,1882,1986,Wd Sdng,916,916,826,1742,0,Gd,8,2,424,Normal,168000
993,60,RL,NAmes,2Story,6,8,1964,1993,Wd Sdng,822,1020,831,1851,0,Gd,7,2,440,Normal,187000
994,60,RL,CollgCr,2Story,6,5,2005,2006,VinylSd,750,750,750,1500,0,Gd,6,2,564,Partial,173900
995,20,RL,NridgHt,1Story,10,5,2006,2007,CemntBd,1700,1718,0,1718,1,Ex,7,3,786,Normal,337500
996,50,RL,BrkSide,1.5Fin,4,7,1946,1950,MetalSd,747,774,456,1230,1,TA,5,1,305,Abnorml,121600
997,20,RL,NAmes,1Story,5,6,1961,1961,Wd Sdng,1050,1050,0,1050,1,TA,6,1,368,Normal,136500
998,20,RL,NWAmes,1Story,6,6,1970,1970,HdBoard,1442,1442,0,1442,0,TA,6,2,615,Normal,185000
999,30,RM,IDOTRR,1Story,3,4,1922,1950,Wd Sdng,1007,1077,0,1077,0,TA,6,1,210,Normal,91000
1000,20,RL,CollgCr,1Story,7,5,2006,2006,VinylSd,1187,1208,0,1208,1,Gd,6,2,632,Normal,206000
1001,20,RL,Edwards,1Story,3,3,1952,1952,BrkComm,0,944,0,944,0,Fa,4,2,528,Normal,82000
1002,30,RL,OldTown,1Story,5,6,1920,1950,Wd Sdng,691,691,0,691,0,Ex,4,1,216,Abnorml,86000
1003,20,RL,Somerst,1Story,8,5,2006,2006,VinylSd,1574,1574,0,1574,0,Gd,7,3,824,Normal,232000
1004,90,RL,NWAmes,1Story,5,6,1976,1976,VinylSd,1680,1680,0,1680,0,TA,8,2,528,Normal,136905
1005,120,RL,Blmngtn,1Story,7,5,2005,2006,VinylSd,1346,1504,0,1504,0,Gd,7,2,457,Normal,181000
1006,80,RL,CollgCr,SLvl,5,8,1977,1977,HdBoard,985,985,0,985,0,TA,6,1,328,Normal,149900
1007,20,RL,NAmes,1Story,6,3,1970,1970,Plywood,1657,1657,0,1657,0,TA,7,2,484,Normal,163500
1008,160,RM,MeadowV,2Story,4,4,1970,1970,CemntBd,546,546,546,1092,0,TA,6,1,286,Normal,88000
1009,20,RL,Mitchel,1Story,7,5,2004,2005,VinylSd,1710,1710,0,1710,0,Gd,7,2,550,Normal,240000
1010,50,RL,SWISU,1.5Fin,5,5,1926,1950,Wd Sdng,1008,1008,0,1522,0,TA,7,0,0,Normal,102000
1011,50,RL,Sawyer,1.5Fin,5,5,1948,1950,Wd Sdng,720,720,551,1271,0,TA,7,1,312,Normal,135000
1012,90,RL,Edwards,1Story,5,5,1965,1965,AsphShn,0,1664,0,1664,0,TA,8,0,0,Normal,100000
1013,70,RL,Crawfor,2Story,6,7,1923,1996,Wd Sdng,602,900,602,1502,0,Gd,7,1,180,Normal,165000
1014,30,RM,OldTown,1Story,5,4,1910,2006,MetalSd,1022,1022,0,1022,1,TA,4,1,280,Normal,85000
1015,20,RL,NAmes,1Story,6,5,1948,1950,MetalSd,1082,1082,0,1082,0,TA,5,1,240,Normal,119200
1016,60,RL,NWAmes,2Story,8,6,2001,2001,VinylSd,810,810,855,1665,1,Gd,6,2,528,Normal,227000
1017,20,RL,CollgCr,1Story,7,5,1996,1996,VinylSd,1504,1504,0,1504,1,Gd,6,2,478,Normal,203000
1018,120,RL,StoneBr,1Story,8,5,1984,1984,HdBoard,1220,1360,0,1360,1,Gd,4,2,565,Abnorml,187500
1019,80,RL,Gilbert,SLvl,7,5,1991,1992,HdBoard,384,802,670,1472,0,Gd,7,2,402,Normal,160000
1020,120,RL,Blmngtn,1Story,7,5,2005,2005,VinylSd,1362,1506,0,1506,0,Gd,6,2,440,Normal,213490
1021,20,RL,Edwards,1Story,4,5,2005,2005,VinylSd,1132,1132,0,1132,1,Gd,5,2,451,Normal,176000
1022,20,RL,CollgCr,1Story,7,5,2006,2006,VinylSd,1199,1220,0,1220,1,Gd,6,2,632,Partial,194000
1023,50,RM,OldTown,1.5Fin,5,5,1930,1950,Wd Sdng,912,912,336,1248,0,TA,6,1,160,Normal,87000
1024,120,RL,Blmngtn,1Story,7,5,2005,2006,VinylSd,1346,1504,0,1504,0,Gd,7,2,437,Normal,191000
1025,20,RL,Timber,1Story,8,6,1976,1976,Stone,1565,2898,0,2898,1,Gd,10,2,665,Abnorml,287000
1026,20,RL,CollgCr,1Story,5,5,1972,1972,VinylSd,882,882,0,882,1,TA,5,2,461,Normal,112500
1027,20,RL,NAmes,1Story,5,5,1960,1960,MetalSd,1268,1264,0,1264,1,TA,6,2,461,Normal,167500
1028,20,RL,Timber,1Story,8,5,2007,2008,VinylSd,1638,1646,0,1646,1,Gd,7,3,800,Partial,293077
1029,50,RL,NAmes,1.5Fin,5,5,1941,1950,WdShing,768,968,408,1376,1,TA,6,1,240,Normal,105000
1030,160,RM,BrDale,2Story,6,7,1972,1972,HdBoard,672,672,546,1218,0,TA,7,1,264,Normal,118000
1031,190,RH,SWISU,2Story,5,8,1916,1995,VinylSd,686,948,980,1928,0,TA,10,0,0,Normal,160000
1032,75,RL,SWISU,2.5Fin,7,3,1920,1970,Wd Sdng,824,1687,998,3082,1,TA,12,2,672,Normal,197000
1033,60,RL,NoRidge,2Story,8,7,1993,1993,MetalSd,1338,1352,1168,2520,1,Gd,10,3,796,Abnorml,310000
1034,20,RL,CollgCr,1Story,7,5,2002,2002,VinylSd,1654,1654,0,1654,1,Gd,6,3,900,Normal,230000
1035,30,RL,Crawfor,1Story,5,7,1938,1950,MetalSd,920,954,0,954,0,Fa,5,1,240,Normal,119750
1036,20,RL,Edwards,1Story,4,3,1957,1957,Wd Sdng,0,845,0,845,0,TA,5,1,290,Normal,84000
1037,20,RL,Timber,1Story,9,5,2007,2008,VinylSd,1620,1620,0,1620,1,Ex,6,3,912,Normal,315500
1038,60,RL,CollgCr,2Story,8,5,2001,2002,VinylSd,1055,1055,1208,2263,0,Gd,7,2,905,Normal,287000
1039,160,RM,MeadowV,2Story,4,6,1970,2008,CemntBd,546,798,546,1344,0,TA,6,0,0,Normal,97000
1040,180,RM,MeadowV,SFoyer,4,4,1970,1970,CemntBd,630,630,0,630,1,TA,3,1,286,Normal,80000
1041,20,RL,Sawyer,1Story,5,4,1957,2000,Wd Sdng,1134,1803,0,1803,1,TA,8,2,484,Normal,155000
1042,60,RL,NWAmes,2Story,6,8,1966,2000,HdBoard,800,800,832,1632,0,Gd,7,2,484,Normal,173000
1043,120,RL,NridgHt,1Story,6,5,2005,2005,VinylSd,1306,1306,0,1306,1,Gd,5,2,624,Normal,196000
1044,60,RL,SawyerW,2Story,7,5,1990,1990,HdBoard,1475,1532,797,2329,1,Gd,10,2,514,Normal,262280
1045,20,RL,NWAmes,1Story,8,5,1981,1981,BrkFace,2524,2524,0,2524,1,Gd,9,2,542,Normal,278000
1046,20,RL,Edwards,1Story,3,5,1955,1955,BrkFace,0,1733,0,1733,0,TA,8,2,452,Normal,139600
1047,60,RL,StoneBr,2Story,9,5,2005,2006,CemntBd,1992,1992,876,2868,0,Ex,11,3,716,Partial,556581
1048,20,RL,CollgCr,1Story,5,5,1994,1995,VinylSd,990,990,0,990,0,TA,5,2,672,Normal,145000
1049,20,RL,Mitchel,1Story,5,4,1960,2006,HdBoard,0,1771,0,1771,0,TA,9,2,336,Normal,115000
1050,20,RL,Edwards,1Story,4,7,1946,2006,MetalSd,0,930,0,930,0,Gd,6,1,308,Abnorml,84900
1051,20,RL,Gilbert,1Story,7,5,2007,2007,VinylSd,1302,1302,0,1302,0,Gd,6,2,436,Partial,176485
1052,20,RL,CollgCr,1Story,7,5,2007,2007,VinylSd,1316,1316,0,1316,0,Gd,6,2,440,Partial,200141
1053,60,RL,NAmes,2Story,6,6,1964,1978,VinylSd,816,1127,850,1977,0,TA,9,2,540,Normal,165000
1054,20,RL,Edwards,1Story,5,6,1957,2002,HdBoard,1216,1526,0,1526,0,TA,7,1,364,Normal,144500
1055,60,RL,CollgCr,2Story,8,5,2002,2002,VinylSd,1065,1091,898,1989,1,Gd,7,2,586,Normal,255000
1056,20,RL,NWAmes,1Story,6,5,1976,1976,Plywood,1193,1523,0,1523,0,TA,7,2,478,Abnorml,180000
1057,120,RL,NridgHt,1Story,7,5,2005,2005,VinylSd,1364,1364,0,1364,1,Gd,6,2,484,Normal,185850
1058,60,RL,NoRidge,2Story,7,6,1994,1994,HdBoard,973,979,871,1850,0,Gd,7,2,467,Normal,248000
1059,60,RL,NridgHt,2Story,9,5,2008,2008,VinylSd,1104,1130,1054,2184,1,Ex,10,3,836,Normal,335000
1060,50,RL,Crawfor,1.5Fin,6,7,1932,1950,MetalSd,854,1096,895,1991,0,TA,7,2,432,Normal,220000
1061,120,RL,StoneBr,1Story,8,5,2001,2001,CemntBd,1338,1338,0,1338,1,Gd,6,2,582,Normal,213500
1062,30,C (all),IDOTRR,1Story,3,4,1935,1950,MetalSd,894,894,0,894,0,TA,6,3,1248,Normal,81000
1063,190,RM,OldTown,2Story,5,5,1900,1950,Wd Sdng,662,1422,915,2337,0,TA,10,2,560,Normal,90000
1064,30,RM,OldTown,1Story,6,6,1925,1980,MetalSd,1103,1103,0,1103,0,Gd,5,2,440,Normal,110500
1065,20,RL,NAmes,1Story,5,6,1966,1966,Plywood,1154,1154,0,1154,0,TA,6,2,480,Normal,154000
1066,60,RL,ClearCr,2Story,7,5,1996,1997,Wd Sdng,1306,1306,954,2260,1,Gd,7,2,533,Normal,328000
1067,60,RL,Gilbert,2Story,6,7,1993,1994,VinylSd,799,799,772,1571,0,TA,7,2,380,Normal,178000
1068,60,RL,NAmes,2Story,6,6,1964,1964,HdBoard,780,798,813,1611,1,TA,7,2,442,Normal,167900
1069,160,RM,MeadowV,2Story,6,4,1973,1973,CemntBd,942,1291,1230,2521,1,TA,10,2,576,Normal,151400
1070,45,RL,NAmes,1.5Unf,5,7,1949,2003,MetalSd,845,893,0,893,0,Gd,4,2,576,Normal,135000
1071,20,RL,NAmes,1Story,5,5,1956,1956,MetalSd,1048,1048,0,1048,1,TA,6,1,286,Normal,135000
1072,60,RL,NWAmes,2Story,6,6,1968,1968,MetalSd,727,829,727,1556,0,TA,8,2,441,Normal,154000
1073,50,RL,Edwards,1.5Fin,5,3,1948,1950,MetalSd,810,1002,454,1456,1,TA,7,1,280,Normal,91500
1074,60,RL,Edwards,2Story,6,6,1977,1977,HdBoard,690,698,728,1426,0,TA,6,2,440,Normal,159500
1075,20,RL,CollgCr,1Story,7,5,2006,2006,VinylSd,1240,1240,0,1240,0,Gd,5,3,826,Normal,194000
1076,70,RL,Crawfor,2Story,7,6,1940,1984,Wd Sdng,800,960,780,1740,0,TA,6,1,240,Normal,219500
1077,50,RL,OldTown,1.5Fin,5,8,1936,1989,Wd Sdng,796,1096,370,1466,0,Gd,7,2,566,Normal,170000
1078,20,RL,NAmes,1Story,5,5,1969,1969,VinylSd,1096,1096,0,1096,1,TA,6,1,299,Abnorml,138800
1079,120,RM,CollgCr,1Story,6,5,2004,2004,VinylSd,848,848,0,848,1,Gd,3,2,420,Normal,155900
1080,20,RL,CollgCr,1Story,5,5,1994,1994,VinylSd,990,990,0,990,0,TA,5,1,299,Normal,126000
1081,20,RL,NWAmes,1Story,6,7,1971,2004,VinylSd,1258,1258,0,1258,0,Gd,5,2,528,Abnorml,145000
1082,20,RL,Sawyer,1Story,5,5,1963,1963,HdBoard,1040,1040,0,1040,1,TA,5,1,308,Normal,133000
1083,20,RL,CollgCr,1Story,7,5,2002,2002,VinylSd,1459,1459,0,1459,0,Gd,6,2,527,Normal,192000
1084,20,RL,NAmes,1Story,6,6,1964,1964,HdBoard,1251,1251,0,1251,1,TA,6,1,461,Normal,160000
1085,60,RL,Gilbert,2Story,6,5,1995,1996,HdBoard,691,691,807,1498,0,TA,6,2,409,Normal,187500
1086,85,RL,SawyerW,SFoyer,6,6,1992,1992,HdBoard,936,996,0,996,1,Gd,5,2,564,Normal,147000
1087,160,RM,MeadowV,2Story,4,5,1973,1973,CemntBd,546,546,546,1092,0,TA,6,1,286,Normal,83500
1088,60,FV,Somerst,2Story,8,5,2005,2006,VinylSd,1082,1082,871,1953,0,Gd,9,3,1043,Normal,252000
1089,160,RM,Edwards,2Story,7,5,2004,2004,VinylSd,970,970,739,1709,0,Gd,7,2,380,Normal,137500
1090,120,FV,Somerst,1Story,8,5,2005,2005,MetalSd,1247,1247,0,1247,1,Gd,4,2,550,Normal,197000
1091,90,RL,NAmes,1Story,3,4,1950,1950,BrkFace,0,1040,0,1040,0,TA,6,2,400,Normal,92900
1092,160,FV,Somerst,2Story,7,5,1999,2000,MetalSd,600,624,628,1252,1,Gd,4,2,462,Normal,160000
1093,50,RL,SWISU,1.5Fin,6,5,1925,1950,MetalSd,1181,1390,304,1694,0,TA,7,2,576,Normal,136500
1094,20,RL,NAmes,1Story,5,8,1965,1998,MetalSd,864,1200,0,1200,1,Gd,6,2,884,Normal,146000
1095,20,RL,NAmes,1Story,5,7,1956,2000,MetalSd,936,936,0,936,1,TA,4,1,308,Normal,129000
1096,20,RL,CollgCr,1Story,6,5,2006,2006,VinylSd,1314,1314,0,1314,0,Gd,6,2,440,Normal,176432
1097,70,RM,IDOTRR,2Story,6,7,1914,2006,Wd Sdng,684,773,582,1355,0,Gd,7,0,0,Normal,127000
1098,120,RL,StoneBr,1Story,8,5,1986,1986,HdBoard,1074,1088,0,1088,0,Gd,5,2,461,Normal,170000
1099,50,RM,BrkSide,1.5Fin,4,6,1936,1950,MetalSd,672,757,567,1324,0,TA,6,1,240,Normal,128000
1100,20,RL,NWAmes,1Story,7,5,1978,1978,Plywood,1271,1601,0,1601,0,TA,7,2,478,Abnorml,157000
1101,30,RL,SWISU,1Story,2,5,1920,1950,Wd Sdng,290,438,0,438,0,Fa,3,1,246,Normal,60000
1102,20,RL,NAmes,1Story,5,5,1971,1971,HdBoard,950,950,0,950,0,TA,5,1,280,Normal,119500
1103,20,RL,NAmes,1Story,5,7,1960,2002,Wd Sdng,1010,1134,0,1134,0,TA,6,1,254,Family,135000
1104,20,RL,NAmes,1Story,6,6,1959,1959,BrkFace,655,1194,0,1194,0,TA,6,2,539,Normal,159500
1105,160,RM,BrDale,2Story,5,5,1970,1970,HdBoard,630,630,672,1302,0,TA,6,2,440,Normal,106000
1106,60,RL,NoRidge,2Story,8,5,1994,1995,HdBoard,1463,1500,1122,2622,1,Gd,9,2,712,Normal,325000
1107,20,RL,SawyerW,1Story,7,5,1990,1991,HdBoard,910,1442,0,1442,1,Gd,6,2,719,Normal,179900
1108,60,RL,Gilbert,2Story,7,5,2006,2006,VinylSd,868,887,1134,2021,0,Gd,9,2,422,Partial,274725
1109,60,RL,Gilbert,2Story,6,5,2000,2000,VinylSd,924,948,742,1690,0,TA,7,2,463,Abnorml,181000
1110,20,RL,NridgHt,1Story,8,5,2004,2005,MetalSd,1836,1836,0,1836,1,Gd,7,3,862,Normal,280000
1111,60,RL,Gilbert,2Story,6,5,1995,1996,HdBoard,773,773,885,1658,1,TA,8,2,431,Normal,188000
1112,60,RL,NWAmes,2Story,7,6,1976,1976,Plywood,803,1098,866,1964,0,TA,8,2,483,Normal,205000
